Index,Temperature,Humidity%,Rain
15320,24,72.0,Yes
15321,27,75.7,Yes
15322,34,71.4,Yes
15323,31,61.9,Yes
15324,12,61.3,No
15325,29,60.1,Yes
15326,30,74.9,Yes
15327,24,83.9,Yes
15328,28,83.2,Yes
15329,25,89.1,Yes
15330,29,85.5,Yes
15331,28,86.9,Yes
15332,27,79.5,Yes
15333,26,88.7,Yes
15334,29,88.8,Yes
15335,24,84.2,Yes
15336,31,74.2,Yes
15337,26,83.6,Yes
15338,26,83.2,Yes
15339,25,82.9,Yes
15340,25,60.1,Yes
15341,24,64.5,Yes
15342,32,60.6,Yes
15343,31,59.2,Yes
15344,30,65.3,Yes
15345,30,65.4,Yes
15346,31,59.6,Yes
15347,27,67.3,Yes
15348,30,65.6,Yes
15349,18,58.2,No
15350,29,49.5,Yes
15351,33,51.0,Yes
15352,17,44.7,No
15353,20,41.5,No
15354,17,39.2,No
15355,29,50.5,Yes
15356,26,84.0,Yes
15357,15,64.1,No
15358,31,64.1,Yes
15359,15,55.9,No
15360,30,60.2,Yes
15361,25,63.1,Yes
15362,27,97.8,Yes
15363,28,97.7,Yes
15364,26,97.6,Yes
15365,34,99.9,Yes
15366,29,97.8,Yes
15367,33,85.0,Yes
15368,23,92.9,Yes
15369,34,99.9,Yes
15370,34,97.6,Yes
15371,32,92.1,Yes
15372,29,86.6,Yes
15373,26,97.9,Yes
15374,34,99.6,Yes
15375,23,92.1,Yes
15376,23,86.8,Yes
15377,27,85.1,Yes
15378,31,81.3,Yes
15379,23,84.4,Yes
15380,32,94.4,Yes
15381,27,90.4,Yes
15382,33,86.2,Yes
15383,13,80.5,No
15384,14,84.3,No
15385,24,96.0,Yes
15386,16,70.2,No
15387,21,83.5,No
15388,26,82.9,Yes
15389,27,88.9,Yes
15390,34,92.6,Yes
15391,13,77.8,No
15392,26,81.3,Yes
15393,34,76.9,Yes
15394,14,60.2,No
15395,14,55.1,No
15396,32,60.0,Yes
15397,24,71.5,Yes
15398,28,93.0,Yes
15399,30,91.6,Yes
15400,25,97.4,Yes
15401,32,99.1,Yes
15402,27,94.7,Yes
15403,31,88.1,Yes
15404,27,93.0,Yes
15405,19,93.8,No
15406,34,92.2,Yes
15407,23,72.0,Yes
15408,25,75.3,Yes
15409,28,72.4,Yes
15410,34,74.3,Yes
15411,31,57.5,Yes
15412,32,61.4,Yes
15413,19,60.6,No
15414,31,55.5,Yes
15415,30,65.1,Yes
15416,25,63.9,Yes
15417,33,61.2,Yes
15418,30,64.7,Yes
15419,21,62.6,No
15420,25,57.6,Yes
15421,24,48.4,Yes
15422,15,53.2,No
15423,15,46.0,No
15424,21,44.1,No
15425,19,43.1,No
15426,23,47.2,Yes
15427,20,79.8,No
15428,16,64.7,No
15429,15,59.0,No
15430,15,48.8,No
15431,12,59.1,No
15432,23,63.4,Yes
15433,24,95.6,Yes
15434,31,89.6,Yes
15435,34,93.7,Yes
15436,32,99.9,Yes
15437,19,89.4,No
15438,34,75.0,Yes
15439,34,82.4,Yes
15440,27,98.4,Yes
15441,33,94.8,Yes
15442,15,85.3,No
15443,28,83.1,Yes
15444,32,95.4,Yes
15445,33,98.9,Yes
15446,25,89.3,Yes
15447,27,82.8,Yes
15448,15,74.4,No
15449,13,71.8,No
15450,25,76.2,Yes
15451,13,88.9,No
15452,31,84.1,Yes
15453,20,78.0,No
15454,20,74.4,No
15455,18,75.4,No
15456,33,95.8,Yes
15457,13,73.8,No
15458,13,81.2,No
15459,21,80.4,No
15460,28,85.7,Yes
15461,27,98.6,Yes
15462,13,68.9,No
15463,30,74.0,Yes
15464,27,68.9,Yes
15465,14,56.7,No
15466,14,47.3,No
15467,25,55.5,Yes
15468,23,64.4,Yes
15469,26,82.7,Yes
15470,32,82.5,Yes
15471,31,91.9,Yes
15472,32,93.3,Yes
15473,17,84.3,No
15474,13,80.2,No
15475,32,88.4,Yes
15476,27,88.6,Yes
15477,31,83.7,Yes
15478,34,67.3,Yes
15479,29,52.5,Yes
15480,31,64.5,Yes
15481,28,65.6,Yes
15482,14,54.0,No
15483,26,58.0,Yes
15484,32,58.5,Yes
15485,33,50.4,Yes
15486,25,53.7,Yes
15487,33,57.7,Yes
15488,26,41.8,Yes
15489,26,63.2,Yes
15490,16,56.3,No
15491,16,47.5,No
15492,20,44.0,No
15493,13,42.5,No
15494,21,36.9,No
15495,16,45.0,No
15496,21,42.0,No
15497,20,34.5,Yes
15498,21,57.9,No
15499,15,50.1,No
15500,19,45.9,No
15501,18,51.0,No
15502,15,58.8,No
15503,31,50.7,Yes
15504,29,75.0,Yes
15505,25,72.1,Yes
15506,34,68.4,Yes
15507,24,66.8,Yes
15508,15,68.4,No
15509,30,68.5,Yes
15510,31,73.5,Yes
15511,23,96.0,Yes
15512,24,92.0,Yes
15513,20,63.2,No
15514,23,53.5,Yes
15515,34,82.9,Yes
15516,23,95.3,Yes
15517,33,54.6,Yes
15518,13,27.9,No
15519,15,43.7,No
15520,19,59.1,No
15521,16,63.6,No
15522,21,67.0,No
15523,18,56.5,No
15524,16,69.9,No
15525,15,65.3,No
15526,18,68.9,No
15527,34,83.5,Yes
15528,24,61.3,Yes
15529,20,68.4,No
15530,27,72.6,Yes
15531,26,71.3,Yes
15532,31,75.7,Yes
15533,18,56.5,No
15534,26,63.6,Yes
15535,12,67.6,No
15536,18,51.8,No
15537,17,50.2,No
15538,28,51.0,Yes
15539,31,62.4,Yes
15540,28,67.8,Yes
15541,12,60.4,No
15542,31,78.9,Yes
15543,13,80.2,No
15544,14,75.8,No
15545,19,57.9,No
15546,33,73.9,Yes
15547,20,77.6,No
15548,33,67.8,Yes
15549,24,69.0,Yes
15550,28,80.6,Yes
15551,25,77.4,Yes
15552,24,77.0,Yes
15553,29,53.2,Yes
15554,32,58.8,Yes
15555,34,67.8,Yes
15556,28,54.3,Yes
15557,30,55.4,Yes
15558,33,58.5,Yes
15559,34,58.4,Yes
15560,34,69.1,Yes
15561,28,65.3,Yes
15562,32,49.1,Yes
15563,31,49.1,Yes
15564,19,48.2,No
15565,16,39.2,No
15566,19,37.3,No
15567,28,36.0,Yes
15568,23,46.9,Yes
15569,28,70.3,Yes
15570,12,55.5,No
15571,29,54.6,Yes
15572,16,46.2,No
15573,20,46.7,No
15574,24,53.3,Yes
15575,34,86.3,Yes
15576,25,85.6,Yes
15577,26,83.6,Yes
15578,24,68.4,Yes
15579,28,82.7,Yes
15580,32,76.9,Yes
15581,27,84.4,Yes
15582,31,92.2,Yes
15583,33,94.7,Yes
15584,29,76.0,Yes
15585,25,77.4,Yes
15586,28,78.8,Yes
15587,27,91.0,Yes
15588,30,81.0,Yes
15589,14,74.9,No
15590,19,73.1,No
15591,24,73.3,Yes
15592,20,81.2,No
15593,18,84.7,No
15594,15,82.2,No
15595,25,81.1,Yes
15596,19,79.1,No
15597,27,80.7,Yes
15598,31,67.6,Yes
15599,30,83.1,Yes
15600,23,83.5,Yes
15601,28,89.7,Yes
15602,33,84.0,Yes
15603,20,70.7,No
15604,12,77.8,No
15605,20,84.6,No
15606,12,82.8,No
15607,20,57.2,No
15608,12,58.6,No
15609,17,56.6,No
15610,26,71.3,Yes
15611,30,82.5,Yes
15612,33,76.8,Yes
15613,31,82.6,Yes
15614,19,83.8,No
15615,12,81.2,No
15616,28,75.7,Yes
15617,31,81.3,Yes
15618,32,77.2,Yes
15619,28,84.5,Yes
15620,28,65.2,Yes
15621,12,68.5,No
15622,29,69.6,Yes
15623,12,66.5,No
15624,14,53.1,No
15625,28,56.3,Yes
15626,29,59.0,Yes
15627,23,57.2,Yes
15628,18,53.7,No
15629,34,58.1,Yes
15630,23,59.1,Yes
15631,26,58.7,Yes
15632,18,57.8,No
15633,12,52.9,No
15634,19,49.3,No
15635,21,47.0,No
15636,16,43.8,No
15637,20,40.0,No
15638,15,39.1,No
15639,33,45.1,Yes
15640,32,66.0,Yes
15641,13,55.8,No
15642,13,55.4,No
15643,12,56.5,No
15644,21,55.4,No
15645,33,57.6,Yes
15646,24,77.5,Yes
15647,25,79.6,Yes
15648,31,80.5,Yes
15649,30,86.3,Yes
15650,31,78.8,Yes
15651,28,63.7,Yes
15652,26,74.5,Yes
15653,29,85.0,Yes
15654,33,79.6,Yes
15655,24,71.1,Yes
15656,29,69.8,Yes
15657,25,82.3,Yes
15658,33,86.5,Yes
15659,23,80.2,Yes
15660,12,69.2,No
15661,14,65.1,No
15662,30,62.4,Yes
15663,30,70.4,Yes
15664,21,78.0,No
15665,34,72.4,Yes
15666,12,68.4,No
15667,12,62.3,No
15668,12,68.2,No
15669,28,83.5,Yes
15670,17,62.6,No
15671,20,71.5,No
15672,13,74.0,No
15673,23,75.6,Yes
15674,14,87.2,No
15675,30,68.3,Yes
15676,27,68.7,Yes
15677,29,62.7,Yes
15678,19,57.1,No
15679,15,59.4,No
15680,14,58.3,No
15681,26,66.6,Yes
15682,33,74.0,Yes
15683,19,74.3,No
15684,32,82.9,Yes
15685,15,84.3,No
15686,20,79.6,No
15687,26,71.0,Yes
15688,29,79.2,Yes
15689,13,81.5,No
15690,28,75.5,Yes
15691,34,65.5,Yes
15692,23,68.5,Yes
15693,31,64.5,Yes
15694,32,63.2,Yes
15695,14,51.3,No
15696,34,58.0,Yes
15697,12,57.7,No
15698,26,50.3,Yes
15699,14,53.1,No
15700,34,54.8,Yes
15701,30,55.3,Yes
15702,28,55.8,Yes
15703,21,53.6,No
15704,17,52.1,No
15705,17,46.9,No
15706,15,45.9,No
15707,12,45.7,No
15708,19,43.6,No
15709,17,42.0,No
15710,28,48.9,Yes
15711,19,65.2,No
15712,12,53.3,No
15713,17,56.9,No
15714,14,49.8,No
15715,20,48.6,No
15716,29,56.9,Yes
15717,34,75.1,Yes
15718,28,74.0,Yes
15719,27,74.2,Yes
15720,29,65.8,Yes
15721,13,68.4,No
15722,31,57.5,Yes
15723,30,65.7,Yes
15724,25,90.1,Yes
15725,25,83.7,Yes
15726,14,56.7,No
15727,34,53.5,Yes
15728,23,82.9,Yes
15729,29,90.2,Yes
15730,32,54.6,Yes
15731,20,27.3,No
15732,21,58.2,No
15733,18,53.2,No
15734,21,56.9,No
15735,14,67.0,No
15736,15,45.3,No
15737,17,60.3,No
15738,13,58.7,No
15739,17,57.2,No
15740,23,67.6,Yes
15741,32,53.2,Yes
15742,14,64.7,No
15743,29,69.3,Yes
15744,31,68.9,Yes
15745,13,72.8,No
15746,12,56.5,No
15747,26,56.0,Yes
15748,14,56.8,No
15749,21,50.2,No
15750,12,48.9,No
15751,20,54.5,No
15752,25,51.8,Yes
15753,32,67.8,Yes
15754,12,60.4,No
15755,25,78.5,Yes
15756,18,77.3,No
15757,20,72.2,No
15758,17,57.9,No
15759,21,73.2,No
15760,24,73.5,Yes
15761,31,67.8,Yes
15762,30,64.7,Yes
15763,32,69.5,Yes
15764,29,68.5,Yes
15765,19,66.5,No
15766,20,54.7,No
15767,24,54.6,Yes
15768,29,60.2,Yes
15769,33,53.7,Yes
15770,30,53.3,Yes
15771,29,56.9,Yes
15772,25,56.1,Yes
15773,25,56.3,Yes
15774,14,55.7,No
15775,26,50.5,Yes
15776,18,49.8,No
15777,20,48.6,No
15778,14,44.7,No
15779,14,41.1,No
15780,13,42.1,No
15781,31,47.8,Yes
15782,24,67.1,Yes
15783,20,56.7,No
15784,27,51.9,Yes
15785,20,53.7,No
15786,20,51.1,No
15787,31,53.8,Yes
15788,27,76.6,Yes
15789,25,78.4,Yes
15790,32,79.7,Yes
15791,34,89.5,Yes
15792,13,78.8,No
15793,25,64.3,Yes
15794,23,69.8,Yes
15795,27,88.2,Yes
15796,25,80.5,Yes
15797,24,69.6,Yes
15798,29,66.4,Yes
15799,24,82.7,Yes
15800,27,89.9,Yes
15801,26,81.1,Yes
15802,14,69.2,No
15803,15,64.3,No
15804,31,63.5,Yes
15805,29,69.0,Yes
15806,18,77.3,No
15807,33,69.9,Yes
15808,13,63.8,No
15809,17,58.2,No
15810,14,64.6,No
15811,25,84.3,Yes
15812,16,66.0,No
15813,13,70.2,No
15814,31,70.3,Yes
15815,25,72.8,Yes
15816,25,86.7,Yes
15817,23,69.0,Yes
15818,24,67.2,Yes
15819,25,64.3,Yes
15820,12,55.2,No
15821,23,56.4,Yes
15822,18,52.8,No
15823,23,63.1,Yes
15824,27,73.4,Yes
15825,24,73.4,Yes
15826,29,80.7,Yes
15827,12,82.1,No
15828,15,76.8,No
15829,23,69.8,Yes
15830,32,76.2,Yes
15831,15,79.1,No
15832,30,72.6,Yes
15833,24,76.9,Yes
15834,25,77.0,Yes
15835,29,74.5,Yes
15836,33,70.6,Yes
15837,14,54.6,No
15838,26,60.9,Yes
15839,20,63.7,No
15840,28,53.3,Yes
15841,23,57.3,Yes
15842,23,58.5,Yes
15843,32,56.6,Yes
15844,31,57.7,Yes
15845,15,54.6,No
15846,25,53.4,Yes
15847,34,48.3,Yes
15848,17,46.2,No
15849,20,42.0,No
15850,12,39.3,No
15851,30,36.7,Yes
15852,26,53.1,Yes
15853,16,71.9,No
15854,20,55.7,No
15855,14,50.4,No
15856,16,51.2,No
15857,13,49.1,No
15858,27,62.2,Yes
15859,29,84.3,Yes
15860,23,82.2,Yes
15861,32,77.6,Yes
15862,31,90.4,Yes
15863,14,81.1,No
15864,24,70.9,Yes
15865,31,77.7,Yes
15866,26,85.6,Yes
15867,28,82.9,Yes
15868,20,74.0,No
15869,33,76.6,Yes
15870,29,84.2,Yes
15871,23,90.8,Yes
15872,26,84.0,Yes
15873,15,78.9,No
15874,16,66.9,No
15875,34,64.7,Yes
15876,18,71.2,No
15877,14,78.1,No
15878,26,75.9,Yes
15879,14,70.2,No
15880,14,62.6,No
15881,12,71.9,No
15882,29,86.9,Yes
15883,16,77.6,No
15884,16,77.5,No
15885,26,79.0,Yes
15886,25,77.5,Yes
15887,12,92.8,No
15888,23,68.8,Yes
15889,15,71.5,No
15890,33,70.9,Yes
15891,18,52.8,No
15892,19,63.5,No
15893,13,54.4,No
15894,29,66.6,Yes
15895,31,77.7,Yes
15896,20,79.3,No
15897,30,83.8,Yes
15898,24,90.6,Yes
15899,17,84.6,No
15900,28,77.4,Yes
15901,23,83.9,Yes
15902,13,80.3,No
15903,24,81.7,Yes
15904,30,78.9,Yes
15905,29,68.5,Yes
15906,28,69.2,Yes
15907,31,75.0,Yes
15908,14,55.2,No
15909,25,48.4,Yes
15910,19,54.6,No
15911,25,65.0,Yes
15912,26,54.7,Yes
15913,34,55.4,Yes
15914,32,50.0,Yes
15915,27,66.1,Yes
15916,27,60.8,Yes
15917,27,56.1,Yes
15918,20,50.8,No
15919,15,44.2,No
15920,15,42.3,No
15921,16,44.4,No
15922,15,40.6,No
15923,33,47.1,Yes
15924,27,64.8,Yes
15925,12,56.0,No
15926,30,52.6,Yes
15927,20,52.2,No
15928,16,58.5,No
15929,28,59.9,Yes
15930,30,88.7,Yes
15931,34,80.0,Yes
15932,30,87.2,Yes
15933,30,93.9,Yes
15934,32,85.3,Yes
15935,30,69.3,Yes
15936,32,80.5,Yes
15937,24,93.0,Yes
15938,23,88.7,Yes
15939,12,74.9,No
15940,30,77.1,Yes
15941,29,89.3,Yes
15942,28,91.6,Yes
15943,31,85.7,Yes
15944,18,72.5,No
15945,18,66.9,No
15946,27,67.4,Yes
15947,32,73.2,Yes
15948,23,86.3,Yes
15949,31,77.7,Yes
15950,18,69.8,No
15951,12,68.5,No
15952,18,69.4,No
15953,17,80.1,No
15954,26,68.9,Yes
15955,19,73.4,No
15956,24,82.8,Yes
15957,31,80.3,Yes
15958,24,88.8,Yes
15959,19,66.4,No
15960,16,71.6,No
15961,19,70.9,No
15962,16,60.5,No
15963,16,60.6,No
15964,16,60.0,No
15965,33,61.9,Yes
15966,34,78.4,Yes
15967,23,77.2,Yes
15968,31,87.2,Yes
15969,19,85.5,No
15970,13,81.4,No
15971,30,70.4,Yes
15972,29,86.3,Yes
15973,34,82.6,Yes
15974,26,79.2,Yes
15975,32,90.5,Yes
15976,34,80.3,Yes
15977,23,85.8,Yes
15978,23,86.8,Yes
15979,19,65.1,No
15980,27,53.5,Yes
15981,20,60.5,No
15982,23,60.9,Yes
15983,13,56.2,No
15984,31,56.3,Yes
15985,24,54.1,Yes
15986,25,79.4,Yes
15987,13,72.1,No
15988,27,56.8,Yes
15989,13,55.2,No
15990,20,42.4,No
15991,12,41.9,No
15992,13,41.9,No
15993,14,39.2,No
15994,30,50.2,Yes
15995,23,84.5,Yes
15996,17,73.6,No
15997,34,65.1,Yes
15998,20,63.6,No
15999,15,69.2,No
16000,28,70.2,Yes
16001,23,99.9,Yes
16002,30,95.5,Yes
16003,23,99.3,Yes
16004,33,89.9,Yes
16005,15,99.0,No
16006,28,85.3,Yes
16007,27,93.5,Yes
16008,32,90.4,Yes
16009,26,86.9,Yes
16010,15,89.8,No
16011,34,91.8,Yes
16012,26,85.0,Yes
16013,29,90.9,Yes
16014,18,99.4,No
16015,15,89.3,No
16016,23,81.5,Yes
16017,23,82.0,Yes
16018,26,86.8,Yes
16019,20,84.5,No
16020,26,96.4,Yes
16021,14,87.3,No
16022,16,85.5,No
16023,14,86.3,No
16024,13,94.8,No
16025,21,82.5,No
16026,12,90.8,No
16027,30,91.8,Yes
16028,28,95.8,Yes
16029,32,87.4,Yes
16030,16,84.3,No
16031,13,89.3,No
16032,19,86.3,No
16033,17,78.5,No
16034,12,71.2,No
16035,28,79.0,Yes
16036,28,74.6,Yes
16037,26,95.3,Yes
16038,27,94.8,Yes
16039,32,82.4,Yes
16040,28,90.8,Yes
16041,30,95.8,Yes
16042,33,91.1,Yes
16043,28,96.9,Yes
16044,15,94.1,No
16045,24,96.4,Yes
16046,24,73.9,Yes
16047,25,76.6,Yes
16048,27,79.1,Yes
16049,30,78.5,Yes
16050,17,47.9,No
16051,29,47.1,Yes
16052,33,49.9,Yes
16053,24,49.5,Yes
16054,34,49.5,Yes
16055,34,52.3,Yes
16056,34,46.2,Yes
16057,27,64.9,Yes
16058,27,52.3,Yes
16059,23,48.9,Yes
16060,13,44.4,No
16061,18,38.5,No
16062,15,36.3,No
16063,12,35.2,No
16064,20,32.4,No
16065,27,40.4,Yes
16066,34,74.5,Yes
16067,24,52.3,Yes
16068,19,53.1,No
16069,21,48.7,No
16070,19,54.0,No
16071,31,52.1,Yes
16072,29,92.2,Yes
16073,33,88.2,Yes
16074,34,94.0,Yes
16075,23,93.0,Yes
16076,16,94.3,No
16077,27,67.6,Yes
16078,28,79.7,Yes
16079,30,94.5,Yes
16080,25,90.7,Yes
16081,21,84.0,No
16082,32,83.6,Yes
16083,30,96.9,Yes
16084,31,92.4,Yes
16085,30,91.9,Yes
16086,13,82.7,No
16087,34,66.8,Yes
16088,28,62.4,Yes
16089,34,81.3,Yes
16090,13,86.4,No
16091,24,86.8,Yes
16092,17,71.1,No
16093,21,63.1,No
16094,18,66.8,No
16095,34,86.1,Yes
16096,14,55.7,No
16097,16,68.2,No
16098,27,72.8,Yes
16099,25,75.3,Yes
16100,31,93.5,Yes
16101,15,61.7,No
16102,30,70.8,Yes
16103,17,77.1,No
16104,16,50.1,No
16105,20,47.1,No
16106,17,48.4,No
16107,23,54.0,Yes
16108,27,83.7,Yes
16109,24,85.7,Yes
16110,33,85.7,Yes
16111,32,89.7,Yes
16112,18,89.7,No
16113,21,80.7,No
16114,31,92.1,Yes
16115,23,89.8,Yes
16116,24,86.6,Yes
16117,28,67.1,Yes
16118,20,74.7,No
16119,25,69.4,Yes
16120,26,82.6,Yes
16121,16,47.0,No
16122,25,49.1,Yes
16123,13,51.2,No
16124,32,57.3,Yes
16125,13,54.2,No
16126,32,53.8,Yes
16127,26,47.1,Yes
16128,28,57.8,Yes
16129,23,58.5,Yes
16130,23,52.0,Yes
16131,25,47.4,Yes
16132,18,40.9,No
16133,16,39.0,No
16134,21,38.2,No
16135,17,35.1,No
16136,31,43.2,Yes
16137,34,71.3,Yes
16138,20,53.3,No
16139,20,53.9,No
16140,19,50.5,No
16141,16,58.5,No
16142,31,57.8,Yes
16143,29,86.3,Yes
16144,31,85.7,Yes
16145,24,91.5,Yes
16146,26,96.2,Yes
16147,27,89.5,Yes
16148,29,72.2,Yes
16149,34,83.9,Yes
16150,26,96.8,Yes
16151,25,91.8,Yes
16152,17,81.5,No
16153,27,82.6,Yes
16154,23,96.5,Yes
16155,25,98.3,Yes
16156,19,90.6,No
16157,13,78.1,No
16158,14,68.3,No
16159,34,67.0,Yes
16160,14,94.1,No
16161,18,89.5,No
16162,30,86.5,Yes
16163,19,75.0,No
16164,21,70.5,No
16165,17,72.7,No
16166,31,93.1,Yes
16167,16,64.6,No
16168,13,70.1,No
16169,26,68.1,Yes
16170,31,93.1,Yes
16171,31,94.8,Yes
16172,33,64.3,Yes
16173,33,68.9,Yes
16174,33,69.0,Yes
16175,12,49.7,No
16176,21,49.0,No
16177,17,48.4,No
16178,27,79.7,Yes
16179,32,96.3,Yes
16180,32,83.7,Yes
16181,31,88.2,Yes
16182,29,89.2,Yes
16183,20,85.7,No
16184,18,78.2,No
16185,25,87.1,Yes
16186,15,86.2,No
16187,25,82.5,Yes
16188,31,66.2,Yes
16189,32,65.7,Yes
16190,34,66.3,Yes
16191,15,65.3,No
16192,19,44.6,No
16193,21,42.3,No
16194,23,43.4,Yes
16195,28,44.6,Yes
16196,30,53.6,Yes
16197,24,45.7,Yes
16198,32,42.3,Yes
16199,29,52.0,Yes
16200,19,53.6,No
16201,26,42.9,Yes
16202,12,40.6,No
16203,15,37.3,No
16204,20,34.7,No
16205,13,35.9,No
16206,21,32.3,No
16207,30,39.3,Yes
16208,24,66.8,Yes
16209,23,48.5,Yes
16210,16,45.7,No
16211,17,53.3,No
16212,17,57.5,No
16213,27,54.0,Yes
16214,24,78.4,Yes
16215,28,86.5,Yes
16216,23,90.9,Yes
16217,25,89.8,Yes
16218,16,84.5,No
16219,32,73.6,Yes
16220,25,83.3,Yes
16221,24,92.1,Yes
16222,32,87.3,Yes
16223,15,78.2,No
16224,33,90.9,Yes
16225,27,94.2,Yes
16226,31,86.4,Yes
16227,18,97.4,No
16228,19,71.9,No
16229,20,51.3,No
16230,27,51.3,Yes
16231,32,69.1,Yes
16232,14,86.4,No
16233,34,77.9,Yes
16234,20,67.2,No
16235,13,54.4,No
16236,21,54.9,No
16237,13,63.3,No
16238,14,55.4,No
16239,20,60.3,No
16240,28,63.3,Yes
16241,23,62.3,Yes
16242,12,94.3,No
16243,12,49.0,No
16244,27,51.3,Yes
16245,32,50.9,Yes
16246,18,43.7,No
16247,12,42.3,No
16248,18,45.7,No
16249,26,50.2,Yes
16250,14,72.8,No
16251,23,75.9,Yes
16252,27,82.2,Yes
16253,25,83.8,Yes
16254,20,77.5,No
16255,24,72.3,Yes
16256,27,81.0,Yes
16257,14,78.2,No
16258,33,74.2,Yes
16259,23,71.7,Yes
16260,32,68.5,Yes
16261,34,69.4,Yes
16262,28,69.1,Yes
16263,13,47.6,No
16264,26,50.7,Yes
16265,14,55.1,No
16266,27,48.0,Yes
16267,24,51.5,Yes
16268,27,52.6,Yes
16269,16,45.9,No
16270,26,60.3,Yes
16271,30,53.8,Yes
16272,23,47.8,Yes
16273,20,44.8,No
16274,17,38.6,No
16275,16,37.4,No
16276,21,37.2,No
16277,34,35.0,No
16278,23,46.8,Yes
16279,19,69.2,Yes
16280,24,56.2,No
16281,15,51.4,Yes
16282,20,56.2,No
16283,31,55.5,No
16284,33,54.2,Yes
16285,31,82.7,Yes
16286,30,72.8,Yes
16287,32,79.6,Yes
16288,31,88.2,Yes
16289,32,80.9,Yes
16290,29,67.7,Yes
16291,23,80.0,Yes
16292,31,91.2,Yes
16293,17,83.4,Yes
16294,31,71.8,No
16295,31,80.4,Yes
16296,27,86.2,Yes
16297,29,86.4,Yes
16298,30,72.8,Yes
16299,21,80.3,Yes
16300,26,63.8,No
16301,31,59.2,Yes
16302,18,67.9,Yes
16303,23,77.2,No
16304,13,81.6,Yes
16305,12,65.0,No
16306,15,60.4,No
16307,23,60.7,No
16308,16,70.7,Yes
16309,17,58.9,No
16310,23,64.2,No
16311,33,68.1,Yes
16312,15,66.2,Yes
16313,18,81.0,No
16314,32,53.7,No
16315,30,59.2,Yes
16316,15,57.9,Yes
16317,20,47.1,No
16318,18,45.5,No
16319,28,50.1,No
16320,26,63.3,Yes
16321,29,70.6,Yes
16322,25,83.1,Yes
16323,12,80.6,Yes
16324,17,79.8,No
16325,26,83.1,No
16326,27,75.0,Yes
16327,19,83.6,Yes
16328,31,86.5,No
16329,25,77.5,Yes
16330,28,75.0,Yes
16331,28,66.0,Yes
16332,33,66.5,Yes
16333,17,66.3,Yes
16334,17,55.9,No
16335,31,53.4,No
16336,32,55.9,Yes
16337,32,58.2,Yes
16338,32,62.5,Yes
16339,29,61.0,Yes
16340,17,52.7,Yes
16341,16,64.6,No
16342,27,58.0,No
16343,13,56.1,Yes
16344,20,51.2,No
16345,15,45.6,No
16346,16,43.9,No
16347,27,42.7,No
16348,25,41.4,Yes
16349,31,47.6,Yes
16350,12,65.1,Yes
16351,13,60.2,No
16352,16,58.7,No
16353,15,59.0,No
16354,30,65.5,No
16355,25,62.0,Yes
16356,23,82.9,Yes
16357,25,77.8,Yes
16358,31,83.2,Yes
16359,32,89.5,Yes
16360,32,84.2,Yes
16361,24,68.3,Yes
16362,30,78.6,Yes
16363,28,90.6,Yes
16364,28,86.6,Yes
16365,24,74.7,Yes
16366,30,77.7,Yes
16367,29,83.8,Yes
16368,21,90.8,Yes
16369,19,78.9,No
16370,21,71.8,No
16371,29,66.3,No
16372,34,64.2,Yes
16373,26,70.1,Yes
16374,27,84.7,Yes
16375,21,75.1,Yes
16376,18,68.4,No
16377,19,67.0,No
16378,26,67.6,No
16379,21,74.1,Yes
16380,13,65.0,No
16381,32,70.3,No
16382,25,74.4,Yes
16383,20,74.3,Yes
16384,17,85.2,No
16385,12,62.9,No
16386,21,67.8,No
16387,14,69.5,No
16388,16,58.4,No
16389,19,53.9,No
16390,29,59.7,No
16391,28,62.5,Yes
16392,30,75.4,Yes
16393,29,80.2,Yes
16394,12,82.8,Yes
16395,16,83.4,No
16396,14,75.4,No
16397,33,70.1,No
16398,17,83.8,Yes
16399,16,80.5,No
16400,21,75.1,No
16401,30,73.1,No
16402,32,63.8,Yes
16403,21,66.8,Yes
16404,19,64.3,No
16405,17,54.4,No
16406,24,50.8,No
16407,29,53.5,Yes
16408,23,58.4,Yes
16409,17,57.4,Yes
16410,23,62.8,No
16411,34,52.4,Yes
16412,13,67.7,Yes
16413,23,58.9,No
16414,17,56.9,Yes
16415,20,53.4,No
16416,14,47.5,No
16417,13,46.9,No
16418,12,48.0,No
16419,31,42.2,No
16420,28,47.3,Yes
16421,13,69.6,Yes
16422,29,64.9,No
16423,13,60.9,Yes
16424,15,64.9,No
16425,23,67.3,No
16426,25,66.3,Yes
16427,30,85.4,Yes
16428,23,76.3,Yes
16429,23,81.7,Yes
16430,31,91.0,Yes
16431,28,86.4,Yes
16432,28,69.4,Yes
16433,25,78.7,Yes
16434,31,91.0,Yes
16435,13,86.6,Yes
16436,23,75.6,No
16437,26,77.0,Yes
16438,24,85.2,Yes
16439,20,89.2,Yes
16440,18,97.9,No
16441,24,74.0,No
16442,24,69.1,Yes
16443,18,69.1,Yes
16444,24,73.3,No
16445,26,82.4,Yes
16446,14,77.5,Yes
16447,13,71.9,No
16448,18,70.0,No
16449,15,71.4,No
16450,17,76.1,No
16451,19,72.8,No
16452,31,76.1,No
16453,23,86.8,Yes
16454,14,77.0,Yes
16455,15,84.3,No
16456,15,69.1,No
16457,25,72.8,No
16458,13,72.8,Yes
16459,13,65.8,No
16460,12,64.3,No
16461,26,70.5,No
16462,32,67.8,Yes
16463,30,74.2,Yes
16464,24,78.2,Yes
